South Basildon and East Thurrock	71,425	71,819	71,155	Essex	England	Eastern
South Cambridgeshire	71,597	80,001	84,132	Cambridgeshire	England	Eastern
South Derbyshire	62,130	71,326	73,923	Derbyshire	England	East Midlands
South Dorset	67,752	73,499	71,534	Dorset	England	South West
South East Cambridgeshire	73,941	82,265	84,570	Cambridgeshire	England	Eastern
South East Cornwall	67,018	71,851	71,071	Cornwall	England	South West
South Holland and The Deepings	70,402	76,939	76,460	Lincolnshire	England	East Midlands
South Leicestershire	72,731	77,412	76,851	Leicestershire	England	East Midlands
South Norfolk	69,691	77,316	80,721	Norfolk	England	Eastern
South Northamptonshire	68,773	82,956	85,781	Northamptonshire	England	East Midlands
South Ribble	71,730	75,116	76,489	Lancashire	England	North West
South Shields	65,773	63,765	62,730	Tyne and Wear	England	North East
South Staffordshire	72,338	74,189	72,771	Staffordshire	England	West Midlands
South Suffolk	69,119	72,965	73,836	Suffolk	England	Eastern
South Swindon	70,794	73,449	73,926	Wiltshire	England	South West
South Thanet	69,501	67,970	70,970	Kent	England	South East
South West Bedfordshire	71,288	76,178	79,285	Bedfordshire	England	Eastern
South West Devon	68,756	70,756	71,035	Devon	England	South West
South West Hertfordshire	74,440	78,269	79,668	Hertfordshire	England	Eastern
South West Norfolk	67,666	75,034	76,970	Norfolk	England	Eastern
South West Surrey	75,107	76,495	77,548	Surrey	England	South East
South West Wiltshire	63,865	72,820	73,018	Wiltshire	England	South West
Southampton, Itchen	71,142	74,513	72,281	Hampshire	England	South East
Southampton, Test	72,018	71,263	70,270	Hampshire	England	South East
Southend West	66,508	66,780	66,876	Essex	England	Eastern
Southport	70,544	67,803	67,326	Merseyside	England	North West
Spelthorne	69,291	71,211	71,592	Surrey	England	South East
St Albans	66,738	70,298	75,825	Hertfordshire	England	Eastern
St Austell and Newquay	67,936	75,974	76,607	Cornwall	England	South West
St Helens North	76,263	75,688	75,262	Merseyside	England	North West
St Helens South and Whiston	76,614	78,612	77,720	Merseyside	England	North West
St Ives	62,962	66,696	65,570	Cornwall	England	South West
Stafford	69,274	69,832	68,705	Staffordshire	England	West Midlands
Staffordshire Moorlands	60,810	62,457	63,104	Staffordshire	England	West Midlands
Stalybridge and Hyde	66,563	70,691	71,357	Greater Manchester	England	North West
Stevenage	66,881	69,357	70,597	Hertfordshire	England	Eastern
Stockport	64,679	62,764	63,931	Greater Manchester	England	North West
Stockton North	67,529	67,333	66,126	South East Durham & North East Yorkshire	England	North East
Stockton South	68,506	74,521	75,111	South East Durham & North East Yorkshire	England	North East
Stoke-on-Trent Central	63,330	61,774	60,634	Staffordshire	England	West Midlands
Stoke-on-Trent North	69,938	72,225	71,438	Staffordshire	England	West Midlands
Stoke-on-Trent South	67,629	68,624	68,091	Staffordshire	England	West Midlands
Stone	64,653	66,729	67,339	Staffordshire	England	West Midlands
Stourbridge	68,590	70,225	69,077	West Midlands	England	West Midlands
Stratford-on-Avon	64,954	69,108	71,304	Warwickshire	England	West Midlands
Streatham	69,355	71,913	79,137	London (Lambeth)	England	London
Stretford and Urmston	72,414	70,520	69,026	Greater Manchester	England	North West
Stroud	75,258	79,135	80,544	Gloucestershire	England	South West
Suffolk Coastal	76,085	76,932	77,816	Suffolk	England	Eastern
Sunderland Central	76,457	76,292	72,950	Tyne and Wear	England	North East
Surrey Heath	75,454	78,453	79,515	Surrey	England	South East
Sutton and Cheam	66,147	66,571	69,228	London (Sutton)	England	London
Sutton Coldfield	72,019	75,031	74,956	West Midlands	England	West Midlands
Tamworth	69,490	72,544	71,913	Staffordshire	England	West Midlands
Tatton	65,030	65,200	65,004	Cheshire	England	North West
Taunton Deane	77,535	82,882	83,221	Somerset	England	South West
Telford	63,906	65,938	66,166	Shropshire	England	West Midlands
Tewkesbury	72,146	77,206	78,910	Gloucestershire	England	South West
The Cotswolds	73,097	78,439	78,290	Gloucestershire	England	South West
The Wrekin	62,024	66,111	65,942	Shropshire	England	West Midlands
Thirsk and Malton	73,534	77,230	77,451	North Yorkshire	England	Yorkshire & the Humber
Thornbury and Yate	63,320	64,736	66,066	South Gloucestershire	England	South West
Thurrock	71,067	77,667	77,559	Essex	England	Eastern
Tiverton and Honiton	69,682	75,839	76,270	Devon	England	South West
Tonbridge and Malling	65,969	71,989	74,877	Kent	England	South East
Tooting	69,445	72,707	76,782	London (Wandsworth)	England	London
Torbay	69,340	76,219	76,350	Devon	England	South West
Torridge and West Devon	68,720	77,417	78,621	Devon	England	South West
Totnes	64,939	67,562	68,630	Devon	England	South West
Tottenham	64,888	70,162	70,803	London (Haringey)	England	London
Truro and Falmouth	64,587	71,340	73,601	Cornwall	England	South West
Tunbridge Wells	69,479	73,028	73,429	Kent	England	South East
Twickenham	74,154	79,172	80,250	London (Richmond upon Thames)	England	London
Tynemouth	71,514	76,618	77,524	Tyne and Wear	England	North East
Uxbridge and South Ruislip	66,253	71,954	70,631	London (Hillingdon)	England	London
Vauxhall	65,729	73,274	82,231	London (Lambeth)	England	London
Wakefield	71,347	71,531	70,521	West Yorkshire (Wakefield)	England	Yorkshire & the Humber
Wallasey	66,845	65,732	65,495	Merseyside	England	North West
Walsall North	66,287	65,468	67,080	West Midlands	England	West Midlands
Walsall South	64,995	66,082	67,743	West Midlands	England	West Midlands
Walthamstow	64,314	64,482	67,015	London (Waltham Forest)	England	London
Wansbeck	63,329	62,395	60,705	Northumberland	England	North East
Wantage	74,774	79,775	82,931	Oxfordshire	England	South East
Warley	64,695	63,024	63,738	West Midlands	England	West Midlands
Warrington North	71,868	71,836	72,104	Cheshire	England	North West
Warrington South	75,114	81,212	84,767	Cheshire	England	North West
Warwick and Leamington	63,236	66,278	71,578	Warwickshire	England	West Midlands
Washington and Sunderland West	70,259	70,177	68,190	Tyne and Wear	England	North East
Watford	76,331	80,939	83,535	Hertfordshire	England	Eastern
Waveney	76,708	79,132	80,166	Suffolk	England	Eastern
Wealden	74,989	77,536	80,236	East Sussex	England	South East
Weaver Vale	64,216	66,008	68,407	Cheshire	England	North West
Wellingborough	71,392	76,848	74,317	Northamptonshire	England	East Midlands
Wells	74,064	79,989	79,405	Somerset	England	South West
Welwyn Hatfield	67,247	71,766	73,247	Hertfordshire	England	Eastern
Wentworth and Dearne	71,213	72,272	74,283	South Yorkshire	England	Yorkshire & the Humber
West Bromwich East	64,538	63,008	63,637	West Midlands	England	West Midlands
West Bromwich West	62,899	65,249	65,524	West Midlands	England	West Midlands
West Dorset	71,462	76,779	78,000	Dorset	England	South West
West Ham	77,984	86,400	90,640	London (Newham)	England	London
West Lancashire	73,739	73,028	70,906	Lancashire	England	North West
West Suffolk	68,883	76,158	76,198	Suffolk	England	Eastern
West Worcestershire	71,373	73,001	73,394	Worcestershire	England	West Midlands
Westminster North	59,016	65,936	62,346	London (Westminster)	England	London
Westmorland and Lonsdale	67,303	66,609	65,857	Cumbria	England	North West
Weston-Super-Mare	73,771	78,778	80,309	North Somerset	England	South West
Wigan	76,467	76,779	75,990	Greater Manchester	England	North West
Wimbledon	64,841	65,936	65,853	London (Merton)	England	London
Winchester	70,211	74,138	74,119	Hampshire	England	South East
Windsor	69,785	70,633	71,538	Berkshire	England	South East
Wirral South	57,801	56,238	56,956	Merseyside	England	North West
Wirral West	56,085	55,077	55,377	Merseyside	England	North West
Witham	63,839	67,451	67,090	Essex	England	Eastern
Witney	72,275	78,220	79,767	Oxfordshire	England	South East
Woking	71,260	74,328	74,269	Surrey	England	South East
Wokingham	69,751	75,886	77,881	Berkshire	England	South East
Wolverhampton North East	62,778	60,354	61,065	West Midlands	England	West Midlands
Wolverhampton South East	64,015	61,751	62,556	West Midlands	England	West Midlands
Wolverhampton South West	63,641	59,846	60,368	West Midlands	England	West Midlands
Worcester	71,601	73,960	72,461	Worcestershire	England	West Midlands
Workington	61,369	59,361	58,615	Cumbria	England	North West
Worsley and Eccles South	72,554	73,409	72,177	Greater Manchester	England	North West
Worthing West	72,585	74,468	75,617	West Sussex	England	South East
Wycombe	71,997	73,750	76,371	Buckinghamshire	England	South East
Wyre and Preston North	68,812	71,612	70,637	Lancashire	England	North West
Wyre Forest	75,563	77,800	77,407	Worcestershire	England	West Midlands
Wythenshawe and Sale East	72,093	75,602	75,994	Greater Manchester	England	North West
Yeovil	77,049	82,771	82,447	Somerset	England	South West
York Central	71,160	75,656	75,351	North Yorkshire	England	Yorkshire & the Humber
York Outer	71,613	75,125	78,561	North Yorkshire	England	Yorkshire & the Humber
Aberavon	50,422	51,233	49,821	Neath Port Talbot	Wales
Aberconwy	43,976	45,407	45,525	Denbighshire	Wales
Alyn and Deeside	60,331	62,196	62,016	Flintshire; Wrexham	Wales
Arfon	42,998	41,138	40,492	Gwynedd	Wales
Blaenau Gwent	53,120	53,791	51,335	Blaenau Gwent	Wales
Brecon and Radnorshire	53,497	53,882	54,441	Powys	Wales
Bridgend	57,046	59,533	59,998	Bridgend	Wales
Caerphilly	64,120	61,876	63,603	Caerphilly; Newport	Wales
Cardiff Central	60,864	64,225	57,456	Cardiff	Wales
Cardiff North	63,615	67,194	67,196	Cardiff	Wales
Cardiff South and Penarth	67,855	75,175	76,006	Cardiff	Wales
Cardiff West	64,587	64,295	66,762	Cardiff	Wales
Carmarthen East and Dinefwr	52,741	54,557	55,750	Carmarthenshire	Wales
Carmarthen West and South Pembrokeshire	57,143	58,994	57,755	Carmarthenshire; Pembrokeshire	Wales
Ceredigion	52,514	56,942	54,242	Ceredigion	Wales
Clwyd South	51,201	54,895	54,996	Clwyd; Denbighshire	Wales
Clwyd West	55,381	58,544	58,644	Clwyd	Wales
Cynon Valley	48,272	52,372	51,422	Rhondda Cynon Taf	Wales
Delyn	54,277	54,405	53,639	Flintshire; Conwy	Wales
Dwyfor Meirionnydd	48,823	45,006	44,394	Gwynedd	Wales
Gower	60,535	62,389	61,820	Swansea	Wales
Islwyn	56,225	54,792	55,697	Caerphilly	Wales
Llanelli	57,409	59,266	59,314	Carmarthenshire; Swansea	Wales
Merthyr Tydfil and Rhymney	55,476	55,409	61,716	Merthyr Tydfil; Caerphilly	Wales
Monmouth	62,423	65,432	62,248	Monmouthshire	Wales
Montgomeryshire	46,655	48,910	48,690	Powys	Wales
Neath	56,982	57,823	56,097	Neath Port Talbot	Wales
Newport East	56,355	55,224	56,015	Newport	Wales
Newport West	60,882	63,056	62,137	Newport	Wales
Ogmore	53,842	55,851	55,572	Rhondda Cynon Taf	Wales
Pontypridd	54,122	60,275	58,940	Rhondda Cynon Taf	Wales
Preseli Pembrokeshire	56,001	58,343	57,291	Pembrokeshire	Wales
Rhondda	50,389	52,862	51,811	Rhondda Cynon Taf	Wales
Swansea East	57,226	60,809	58,011	Swansea	Wales
Swansea West	58,336	62,769	58,776	Swansea	Wales
Torfaen	61,371	61,806	61,896	Torfaen	Wales
Vale of Clwyd	49,637	56,585	56,505	Denbighshire	Wales
Vale of Glamorgan	68,229	71,585	72,794	Vale of Glamorgan	Wales
Wrexham	50,980	53,733	50,992	Wrexham	Wales
Ynys Môn	49,831	49,721	49,939	Isle of Anglesey	Wales
Belfast East	60,129	60,050	63,157	Belfast; Castlereagh	Northern Ireland
Belfast North	63,193	66,825	68,553	Belfast; Newtownabbey	Northern Ireland
Belfast South	58,225	60,726	64,927	Belfast; Castlereagh	Northern Ireland
Belfast West	55,025	60,520	62,697	Belfast; Lisburn	Northern Ireland
East Antrim	56,125	61,253	62,811	Carrickfergus; Larne; Moyle	Northern Ireland
East Londonderry	60,494	64,546	66,926	Coleraine; Londonderry/Derry	Northern Ireland
Fermanagh and South Tyrone	64,345	68,979	70,108	Fermanagh; Dungannon and South Tyrone	Northern Ireland
Foyle	60,823	67,810	70,036	Londonderry/Derry	Northern Ireland
Lagan Valley	60,973	66,327	71,152	Lisburn; Banbridge	Northern Ireland
Mid Ulster	60,119	65,655	67,832	Magherafelt; Cookstown; Dungannon and South Tyrone	Northern Ireland
Newry and Armagh	68,730	75,856	77,633	Armagh; Newry and Mourne	Northern Ireland
North Antrim	72,814	74,094	75,876	Ballymena; Ballymoney; Moyle	Northern Ireland
North Down	57,435	61,615	64,207	Ards; North Down	Northern Ireland
South Antrim	56,594	64,254	67,425	Antrim; Newtownabbey; Lisburn	Northern Ireland
South Down	64,530	72,092	75,220	Down; Newry and Mourne; Banbridge	Northern Ireland
Strangford	57,463	61,566	64,289	Ards; Castlereagh; Down	Northern Ireland
Upper Bann	68,806	76,209	80,060	Craigavon; Banbridge	Northern Ireland
West Tyrone	57,847	62,258	63,856	Omagh; Strabane	Northern Ireland
Aberdeen North	69,622	64,753	67,745	Aberdeen City	Scotland
Aberdeen South	69,332	64,330	68,056	Aberdeen City	Scotland
Airdrie and Shotts	63,309	62,789	66,792	North Lanarkshire	Scotland
Angus	64,591	64,178	65,792	Angus	Scotland
Argyll and Bute	69,571	67,692	68,875	Argyll and Bute	Scotland
Ayr, Carrick and Cumnock	74,159	73,708	72,995	East Ayrshire and South Ayrshire	Scotland
Banff and Buchan	65,970	65,183	68,609	Aberdeenshire	Scotland
Berwickshire, Roxburgh and Selkirk	72,430	74,115	74,214	Scottish Borders	Scotland
Caithness, Sutherland and Easter Ross	46,533	47,572	47,558	Highland	Scotland
Central Ayrshire	69,161	69,243	70,021	North Ayrshire and South Ayrshire	Scotland
Coatbridge, Chryston and Bellshill	67,647	70,537	73,894	North Lanarkshire	Scotland
Cumbernauld, Kilsyth and Kirkintilloch East	67,802	65,317	67,088	East Dunbartonshire and North Lanarkshire	Scotland
Dumfries and Galloway	75,316	74,414	75,249	Dumfries and Galloway	Scotland
Dumfriesshire, Clydesdale and Tweeddale	65,137	67,066	68,483	Dumfries and Galloway, Scottish Borders and South Lanarkshire	Scotland
Dundee East	65,059	65,702	67,822	Angus and Dundee City	Scotland
Dundee West	67,751	63,065	65,927	Angus and Dundee City	Scotland
Dunfermline and West Fife	70,373	74,621	78,037	Fife	Scotland
East Dunbartonshire	66,724	64,186	66,966	East Dunbartonshire	Scotland
East Kilbride, Strathaven and Lesmahagow	77,257	77,985	83,205	South Lanarkshire	Scotland
East Lothian	71,288	74,320	79,481	East Lothian	Scotland
East Renfrewshire	69,249	68,117	69,982	East Renfrewshire	Scotland
Edinburgh East	74,505	60,594	67,141	City of Edinburgh	Scotland
Edinburgh North and Leith	74,762	69,580	80,910	City of Edinburgh	Scotland
Edinburgh South	68,884	59,285	65,801	City of Edinburgh	Scotland
Edinburgh South West	75,787	66,262	72,149	City of Edinburgh	Scotland
Edinburgh West	70,603	65,526	71,717	City of Edinburgh	Scotland
Falkirk	78,281	82,473	83,380	Falkirk	Scotland
Glasgow Central	70,378	67,521	70,945	Glasgow City	Scotland
Glasgow East	70,167	66,482	70,378	Glasgow City	Scotland
Glasgow North	63,729	54,620	60,169	Glasgow City	Scotland
Glasgow North East	70,899	64,171	66,678	Glasgow City	Scotland
Glasgow North West	67,087	64,522	68,418	Glasgow City	Scotland
Glasgow South	74,482	69,122	74,051	Glasgow City	Scotland
Glasgow South West	66,335	62,378	66,209	Glasgow City	Scotland
Glenrothes	69,499	68,393	69,781	Fife	Scotland
Gordon	69,631	74,394	79,393	Aberdeenshire	Scotland
Inverclyde	65,485	61,038	59,350	Inverclyde	Scotland
Inverness, Nairn, Badenoch and Strathspey	67,790	72,764	77,628	Highland	Scotland
Kilmarnock and Loudoun	72,922	75,001	75,250	East Ayrshire	Scotland
Kirkcaldy and Cowdenbeath	74,163	74,247	75,941	Fife	Scotland
Lanark and Hamilton East	76,173	76,190	79,962	South Lanarkshire	Scotland
Linlithgow and East Falkirk	78,675	81,756	86,955	West Lothian and Falkirk	Scotland
Livingston	76,299	76,580	82,373	West Lothian	Scotland
Midlothian	62,787	61,986	67,875	Midlothian	Scotland
Moray	63,959	66,726	71,685	Moray	Scotland
Motherwell and Wishaw	67,499	66,949	70,283	North Lanarkshire	Scotland
Na h-Eileanan an Iar	21,884	21,837	21,769	Na h-Eileanan Siar	Scotland
North Ayrshire and Arran	73,182	75,201	75,791	North Ayrshire	Scotland
North East Fife	64,813	63,349	62,003	Fife	Scotland
Ochil and South Perthshire	71,738	75,848	77,370	Clackmannanshire and Perth and Kinross	Scotland
Orkney and Shetland	32,181	33,755	34,552	Orkney Islands and Shetland Islands	Scotland
Paisley and Renfrewshire North	68,642	65,847	66,206	Renfrewshire	Scotland
Paisley and Renfrewshire South	68,038	63,268	61,281	Renfrewshire	Scotland
Perth and North Perthshire	70,718	73,064	72,459	Perth and Kinross	Scotland
Ross, Skye and Lochaber	49,544	52,064	54,169	Highland	Scotland
Rutherglen and Hamilton West	75,370	77,729	82,830	South Lanarkshire	Scotland
Stirling	66,393	66,743	67,236	Stirling	Scotland
West Aberdeenshire and Kincardine	62,214	67,060	73,445	Aberdeenshire	Scotland
West Dunbartonshire	71,710	66,738	69,208	West Dunbartonshire	Scotland
